FECHA,AGUASCALIENTES,BAJA CALIFORNIA,BAJA CALIFORNIA SUR,CAMPECHE,CHIAPAS,CHIHUAHUA,DISTRITO FEDERAL,COAHUILA,COLIMA,DURANGO,GUANAJUATO,GUERRERO,HIDALGO,JALISCO,MEXICO,MICHOACAN,MORELOS,NAYARIT,NUEVO LEON,OAXACA,PUEBLA,QUERETARO,QUINTANA ROO,SAN LUIS POTOSI,SINALOA,SONORA,TABASCO,TAMAULIPAS,TLAXCALA,VERACRUZ,YUCATAN,ZACATECAS,Nacional
06/02/2022,48,88,89,63,295,108,1415,79,155,31,393,116,263,332,535,89,200,110,202,232,351,136,30,104,103,181,49,109,151,362,56,67,6542
07/02/2022,171,91,129,125,284,247,1546,84,298,41,623,184,366,584,924,179,155,152,315,409,539,202,56,230,165,242,150,220,206,619,49,27,9612
08/02/2022,419,248,366,188,439,497,4036,229,398,86,1343,310,477,882,1929,407,326,362,763,700,979,570,68,438,446,589,243,308,392,973,302,151,19864
09/02/2022,282,193,292,141,291,316,3077,206,273,69,796,228,385,559,1371,288,136,259,647,595,876,395,71,316,390,457,227,266,309,918,208,98,14935
10/02/2022,274,173,268,128,366,265,2767,189,244,65,629,195,369,457,1273,308,158,209,547,599,799,423,57,355,299,363,221,270,247,852,185,102,13656
11/02/2022,244,151,252,95,274,366,2707,127,163,62,440,149,399,613,1137,230,200,200,506,474,693,327,49,301,218,285,206,238,250,835,180,99,12470
12/02/2022,46,80,83,48,202,144,1153,34,71,24,504,82,218,264,423,102,142,98,209,257,311,94,29,184,115,134,53,90,104,396,112,43,5849
13/02/2022,20,69,68,34,232,84,777,27,130,13,681,59,190,307,323,67,83,63,115,187,248,78,20,77,257,102,29,70,93,274,62,59,4898
14/02/2022,266,178,261,147,253,355,2405,117,188,43,927,144,434,762,1337,286,222,229,449,442,661,328,52,303,425,359,164,255,325,831,148,77,13373
15/02/2022,239,112,231,77,408,328,2050,86,169,44,957,132,288,333,862,206,117,158,281,316,559,245,26,217,451,229,119,150,196,577,103,113,10379
16/02/2022,196,83,199,83,206,230,2126,93,148,34,747,123,272,370,887,174,123,166,304,310,496,226,24,167,415,217,146,151,197,605,112,38,9668
17/02/2022,248,84,178,90,228,183,2070,57,112,33,625,106,339,405,815,157,224,130,320,302,485,247,32,222,334,170,106,122,135,559,77,43,9238
18/02/2022,143,94,201,44,272,149,1923,55,107,31,538,104,243,350,781,131,149,112,225,234,412,194,31,162,235,194,98,95,133,517,77,62,8096
19/02/2022,65,32,45,18,166,22,918,22,47,10,95,48,97,169,273,41,163,35,100,139,222,60,17,120,183,93,30,47,80,233,21,44,3655
20/02/2022,20,37,37,45,148,19,658,23,40,7,161,40,160,170,249,40,94,48,62,132,166,58,13,47,135,164,12,42,41,223,6,65,3162
21/02/2022,202,103,205,88,119,131,1709,82,117,29,327,81,223,351,779,157,127,94,258,287,506,240,32,172,287,255,129,109,143,609,94,42,8087
22/02/2022,162,65,167,52,215,99,1401,48,93,23,233,57,187,237,610,104,88,112,212,198,405,196,34,137,202,166,73,82,150,456,55,94,6413
23/02/2022,159,68,162,41,161,101,1218,43,83,23,188,48,158,235,570,105,61,99,197,217,484,171,30,118,202,104,85,96,104,468,68,51,5918
24/02/2022,157,36,138,63,185,80,1095,43,54,21,388,71,116,167,485,105,53,87,149,174,388,139,31,99,191,145,52,45,112,398,57,63,5387
25/02/2022,82,41,123,27,144,79,1085,34,60,23,236,34,100,144,370,70,71,55,120,151,289,122,23,79,176,109,66,57,60,328,55,45,4458
26/02/2022,21,17,18,9,90,10,502,20,25,10,42,21,47,51,124,20,23,20,41,79,131,27,8,47,80,31,18,24,20,135,12,35,1758
27/02/2022,11,13,48,10,190,15,294,19,18,3,32,16,38,47,79,30,30,13,41,76,103,21,11,29,56,31,9,22,25,144,9,15,1498
28/02/2022,482,62,153,31,104,73,1021,58,57,22,143,38,142,197,455,100,99,55,141,183,338,138,24,99,156,125,43,51,120,356,57,58,5181
01/03/2022,70,38,75,24,102,87,836,47,51,18,102,34,97,101,314,51,49,49,90,100,252,96,21,82,117,79,31,96,74,289,49,88,3609
02/03/2022,77,32,84,23,17,60,756,41,36,19,101,23,95,134,277,36,28,38,89,98,217,78,10,39,127,62,43,74,65,288,40,26,3133
03/03/2022,63,47,88,25,41,191,642,32,32,14,65,22,90,141,320,26,75,39,97,85,223,89,15,63,115,68,29,78,56,267,23,44,3205
04/03/2022,72,60,64,35,19,61,653,31,26,13,78,25,54,94,258,44,26,26,66,88,181,70,16,59,108,49,35,52,51,240,27,43,2724
05/03/2022,14,14,21,3,8,22,314,25,10,5,44,9,31,33,88,22,15,12,29,53,69,21,4,17,43,25,9,26,28,65,10,8,1097
06/03/2022,11,12,22,4,6,13,239,15,5,1,31,12,30,27,63,8,13,9,26,48,68,18,13,8,26,13,11,15,8,95,10,10,890
07/03/2022,120,37,63,30,25,86,645,35,41,24,91,25,95,105,286,60,23,15,64,89,186,89,11,59,104,76,31,58,57,299,49,14,2992
08/03/2022,73,20,68,20,30,66,513,39,20,9,76,21,54,70,240,24,23,20,71,78,134,88,5,48,66,97,22,65,47,275,25,8,2415
09/03/2022,101,25,56,19,23,72,546,47,19,20,87,15,39,91,177,33,26,16,50,77,138,41,12,53,66,111,17,50,46,257,26,27,2383
10/03/2022,77,63,43,17,20,52,516,38,22,6,98,13,58,81,191,38,15,14,30,83,142,55,7,32,70,87,8,92,34,185,28,11,2226
11/03/2022,77,45,30,10,2,62,478,25,14,10,58,14,40,60,154,23,19,14,22,63,114,129,9,29,46,37,14,34,21,172,13,8,1846
12/03/2022,7,6,18,2,9,6,237,13,6,3,26,6,18,22,54,20,17,5,15,27,58,28,9,14,16,11,4,12,15,52,2,2,740
13/03/2022,8,9,19,6,1,10,140,12,10,2,21,10,13,18,49,17,15,14,15,31,43,33,1,5,25,11,22,16,22,68,6,3,675
14/03/2022,112,52,45,19,14,87,521,30,22,14,77,20,43,108,206,24,32,15,63,74,114,74,13,34,67,34,20,23,46,182,41,9,2235
15/03/2022,106,48,49,13,19,78,465,18,12,8,54,13,43,82,124,27,55,16,46,33,100,50,15,39,37,15,17,16,27,203,24,10,1862
16/03/2022,56,49,38,10,6,22,328,30,11,2,55,15,74,49,127,18,50,11,40,46,75,52,13,36,52,18,14,20,20,166,24,5,1532
17/03/2022,68,36,43,6,9,23,394,14,11,6,58,13,75,34,136,24,19,11,46,43,75,27,7,31,44,18,21,18,26,122,10,30,1498
18/03/2022,53,29,32,7,5,24,344,15,8,5,44,9,62,44,122,11,21,10,50,46,84,45,11,28,31,13,11,20,17,100,15,0,1316
19/03/2022,4,4,15,4,13,8,190,5,8,1,14,2,11,5,30,5,5,2,14,12,34,17,8,13,12,10,3,4,6,54,2,0,515
20/03/2022,4,4,8,5,10,8,86,3,4,0,10,3,5,11,28,1,2,3,13,9,17,6,5,4,18,7,0,7,5,35,1,0,322
21/03/2022,7,7,14,8,4,9,154,6,13,4,13,7,74,14,43,9,12,2,19,14,46,8,4,10,19,1,4,4,10,40,1,1,581
22/03/2022,79,49,33,18,4,40,422,13,23,14,48,17,42,45,171,24,33,13,67,57,63,56,21,36,55,12,18,16,16,125,31,9,1670
23/03/2022,61,35,45,15,11,34,354,17,17,11,39,7,20,65,148,20,13,18,35,27,41,40,10,29,35,20,5,25,12,96,16,15,1336
24/03/2022,67,44,33,8,12,28,334,5,15,8,51,7,22,50,122,13,11,9,38,29,57,29,13,26,28,13,7,18,18,102,12,7,1236
25/03/2022,75,35,30,5,15,21,302,14,8,10,32,6,53,36,137,14,11,11,20,33,45,20,11,34,29,11,2,18,33,67,8,7,1153
26/03/2022,3,9,5,5,20,3,108,3,7,1,9,0,9,9,42,2,4,5,11,7,19,5,3,9,25,5,4,14,4,39,4,2,395
27/03/2022,4,5,6,5,5,0,123,8,6,1,10,3,3,8,45,4,2,10,7,11,20,5,6,1,12,6,1,7,5,27,1,0,357
28/03/2022,70,53,22,12,3,36,326,17,14,20,25,14,78,64,173,8,26,17,31,41,59,26,16,43,26,23,10,17,20,105,15,6,1416
29/03/2022,56,35,21,19,11,28,301,6,9,11,45,8,25,52,132,10,23,16,28,37,60,30,12,39,30,14,8,22,7,89,16,14,1214
30/03/2022,75,26,17,12,8,36,288,7,16,13,22,12,25,62,125,11,20,33,37,22,43,28,18,21,11,19,8,20,8,90,15,7,1155
31/03/2022,46,28,28,6,16,28,227,16,15,12,42,4,18,50,114,9,17,11,25,18,47,24,8,24,46,14,6,23,10,76,14,3,1025
01/04/2022,39,21,26,5,2,11,223,5,7,2,21,6,8,26,91,8,7,7,19,17,34,9,11,22,28,10,6,9,28,38,11,7,764
02/04/2022,8,5,6,3,4,3,138,2,10,0,10,1,5,13,25,3,4,4,7,7,21,1,10,9,8,5,2,5,2,15,2,2,340
03/04/2022,2,5,9,5,0,5,83,1,6,0,9,1,4,11,37,0,12,9,4,8,15,1,9,7,10,2,2,2,2,16,2,1,280
04/04/2022,47,33,30,13,4,29,267,10,17,10,23,5,13,44,121,11,40,15,14,22,57,12,12,29,36,13,2,9,9,53,20,5,1025
05/04/2022,33,38,20,3,16,14,207,6,12,10,29,9,17,39,71,6,9,18,16,40,22,10,22,22,18,16,8,17,11,25,11,3,798
06/04/2022,42,29,16,4,9,29,240,9,8,2,16,1,6,32,74,6,19,8,22,22,29,16,13,18,25,14,2,21,2,37,23,2,796
07/04/2022,34,33,41,4,2,25,221,5,12,2,18,7,10,35,73,3,32,6,14,22,27,7,8,14,18,10,2,20,9,33,13,3,763
08/04/2022,28,24,13,3,13,20,192,4,16,4,21,2,7,21,53,5,48,4,23,23,34,13,15,12,43,12,3,17,3,31,20,0,727
09/04/2022,0,7,6,0,7,6,114,3,5,2,5,2,1,7,27,0,7,6,5,10,17,3,14,6,23,1,4,6,2,14,4,1,315
10/04/2022,1,1,0,3,11,3,71,6,6,2,6,1,6,4,33,1,25,0,7,6,13,2,6,13,6,4,0,5,0,16,1,1,260
11/04/2022,34,27,28,8,8,20,188,5,12,7,14,0,15,30,73,11,36,10,20,26,22,16,18,32,25,6,13,14,5,46,24,5,798
12/04/2022,46,25,19,1,6,20,217,10,3,2,12,1,5,19,62,12,11,8,13,18,23,13,10,8,12,7,9,10,7,42,17,2,670
13/04/2022,33,21,11,3,6,15,248,3,2,3,6,3,6,15,73,2,10,4,9,20,26,5,10,12,20,4,4,7,3,30,23,1,638
14/04/2022,1,6,12,5,0,2,80,4,3,2,8,2,5,9,18,0,20,3,7,7,8,7,10,7,7,1,2,3,4,17,11,4,275
15/04/2022,1,8,8,2,1,3,50,1,6,0,3,1,5,1,13,1,48,7,11,11,16,4,7,3,3,2,2,2,0,8,1,0,229
16/04/2022,0,4,2,1,3,1,64,3,3,0,3,1,1,4,22,1,26,1,5,8,9,2,2,10,1,2,1,3,3,9,2,0,197
17/04/2022,3,2,11,3,3,0,53,3,4,1,2,3,5,9,18,3,23,3,6,8,5,3,7,8,0,7,0,5,1,16,6,1,222
18/04/2022,39,24,17,7,2,23,311,2,14,3,21,4,8,19,69,6,12,9,23,27,22,16,28,19,37,12,3,17,6,39,39,2,880
19/04/2022,24,27,13,2,2,16,184,3,5,2,8,3,4,23,74,4,14,5,12,18,14,14,8,14,29,15,3,7,4,22,26,1,600
20/04/2022,34,30,11,2,8,14,219,3,3,5,29,7,11,19,71,6,15,2,7,37,19,14,13,21,30,11,7,22,4,55,20,0,749
21/04/2022,24,10,14,4,15,15,199,4,9,3,7,8,2,17,40,3,13,2,5,24,21,7,10,19,24,6,6,10,4,31,24,1,581
22/04/2022,28,7,26,0,8,19,187,1,2,6,18,2,3,12,53,4,17,4,8,23,19,18,9,9,12,7,1,8,2,22,31,3,569
23/04/2022,3,2,8,1,15,8,100,4,1,1,4,0,2,9,22,1,25,1,5,7,10,3,6,6,8,1,0,3,1,11,3,1,272
24/04/2022,1,3,4,3,5,1,137,2,2,1,3,0,1,10,15,2,54,2,4,8,11,0,12,4,3,2,1,1,2,22,5,2,323
25/04/2022,59,25,23,5,6,18,226,4,4,17,18,5,16,31,70,8,26,12,21,30,26,11,17,18,14,11,2,10,8,56,48,8,853
26/04/2022,25,24,26,1,4,10,211,4,9,9,12,6,3,20,39,6,15,5,7,24,15,11,7,16,15,12,4,7,4,78,39,3,671
27/04/2022,21,24,21,5,6,9,225,6,6,1,9,4,2,25,42,6,15,6,9,23,13,8,10,24,19,9,5,10,5,54,30,6,658
28/04/2022,40,21,19,5,20,13,172,2,2,2,10,3,7,22,40,3,7,10,6,22,16,9,11,18,22,5,12,12,4,40,26,1,602
29/04/2022,31,21,10,2,10,9,140,2,4,2,9,3,4,22,27,5,33,5,8,30,15,10,7,13,15,5,3,4,0,53,28,4,534
30/04/2022,4,3,3,2,11,0,80,0,4,0,3,1,2,12,4,2,37,1,8,6,4,2,12,6,13,0,2,3,2,6,5,0,238
